Callsign,Destination,Release Type,Time APREQ Scheduled in TBFM,APREQ Time,Estimated Wheels Off,Compliance (minutes),Compliant,Pre-Scheduled,EOBT at Pre-Schedule,TBFM Assigned Delay (minutes),EOBT at Pushback,Actual Pushback,Number of APREQ Updates,First Time APREQ Scheduled in TBFM,First APREQ Time,Last Time APREQ Scheduled in TBFM,Last APREQ Time
ASH6065,KIAH,APREQ,2018-10-25 11:04:33,2018-10-25 11:11:00,2018-10-25 11:10:01,-1.0,True,False,,2.3,,2018-10-25 10:45:30,2,2018-10-25 10:45:46,2018-10-25 11:00:38,2018-10-25 11:04:33,2018-10-25 11:11:00
AAL1643,KATL,APREQ,2018-10-25 13:20:15,2018-10-25 13:50:59,2018-10-25 13:51:46,1.0,True,True,2018-10-25 13:35:00,0.5,2018-10-25 13:29:00,2018-10-25 13:34:13,0,2018-10-25 13:20:15,2018-10-25 13:50:59,,
DAL2422,KATL,APREQ,2018-10-25 13:20:18,2018-10-25 13:55:44,2018-10-25 13:55:29,0.0,True,True,2018-10-25 13:35:00,0.9,2018-10-25 13:35:00,2018-10-25 13:33:12,0,2018-10-25 13:20:18,2018-10-25 13:55:44,,
DAL2609,KATL,APREQ,2018-10-25 14:27:07,2018-10-25 14:57:40,2018-10-25 14:55:31,-2.0,True,True,2018-10-25 14:42:00,0.6,2018-10-25 14:42:00,2018-10-25 14:41:02,0,2018-10-25 14:27:07,2018-10-25 14:57:40,,
DAL2251,KATL,APREQ,2018-10-25 15:45:10,2018-10-25 16:26:25,2018-10-25 16:24:26,-2.0,True,True,2018-10-25 16:00:00,0.2,2018-10-25 15:52:00,2018-10-25 16:02:54,0,2018-10-25 15:45:10,2018-10-25 16:26:25,,
JIA5333,KATL,APREQ,2018-10-25 16:52:54,2018-10-25 17:21:12,2018-10-25 17:16:58,-5.0,False,True,2018-10-25 15:45:00,8.0,2018-10-25 15:45:00,2018-10-25 16:58:48,1,2018-10-25 15:30:18,2018-10-25 16:20:09,2018-10-25 16:52:54,2018-10-25 17:21:12
DAL1095,KATL,APREQ,2018-10-25 17:03:05,2018-10-25 17:44:53,2018-10-25 17:43:31,-1.0,True,True,2018-10-25 17:15:00,5.1,2018-10-25 17:15:00,2018-10-25 17:12:40,0,2018-10-25 17:03:05,2018-10-25 17:44:53,,
AAL877,KATL,APREQ,2018-10-25 17:03:07,2018-10-25 17:48:49,2018-10-25 17:47:02,-1.0,True,True,2018-10-25 17:17:52,5.0,2018-10-25 17:17:52,2018-10-25 17:13:23,0,2018-10-25 17:03:07,2018-10-25 17:48:49,,
AAL1650,KORD,APREQ,2018-10-25 17:31:12,2018-10-25 17:55:00,2018-10-25 17:57:01,2.0,False,False,,12.8,2018-10-25 17:14:59,2018-10-25 17:19:14,1,2018-10-25 17:18:45,2018-10-25 17:39:00,2018-10-25 17:31:12,2018-10-25 17:55:00
RPA3460,KORD,APREQ,2018-10-25 17:57:12,2018-10-25 18:15:00,2018-10-25 18:14:29,-1.0,True,False,,14.0,,2018-10-25 17:53:11,1,2018-10-25 17:37:14,2018-10-25 18:19:00,2018-10-25 17:57:12,2018-10-25 18:15:00
DAL2597,KATL,APREQ,2018-10-25 18:52:29,2018-10-25 19:03:26,2018-10-25 19:00:44,-3.0,False,True,2018-10-25 18:49:00,-21.3,2018-10-25 18:49:00,2018-10-25 18:44:15,1,2018-10-25 18:34:13,2018-10-25 19:25:22,2018-10-25 18:52:29,2018-10-25 19:03:26
AAL665,KDFW,APREQ,2018-10-25 18:54:28,2018-10-25 19:06:18,2018-10-25 19:08:38,2.0,False,False,,2.8,2018-10-25 18:48:50,2018-10-25 18:51:05,0,2018-10-25 18:54:28,2018-10-25 19:06:18,,
AAL2040,KATL,APREQ,2018-10-25 18:59:42,2018-10-25 19:35:03,2018-10-25 19:34:05,-1.0,True,True,2018-10-25 19:14:00,4.7,2018-10-25 19:15:00,2018-10-25 19:17:22,0,2018-10-25 18:59:42,2018-10-25 19:35:03,,
DAL2133,KATL,APREQ,2018-10-25 19:37:07,2018-10-25 20:10:27,2018-10-25 20:09:08,-1.0,True,True,2018-10-25 19:52:00,0.6,2018-10-25 19:52:00,2018-10-25 19:46:40,0,2018-10-25 19:37:07,2018-10-25 20:10:27,,
JIA5354,KATL,APREQ,2018-10-25 19:37:36,2018-10-25 20:19:40,2018-10-25 20:19:21,0.0,True,True,2018-10-25 19:52:22,6.6,2018-10-25 19:52:22,2018-10-25 19:51:17,0,2018-10-25 19:37:36,2018-10-25 20:19:40,,
AAL1152,KIAH,APREQ,2018-10-25 21:08:54,2018-10-25 21:20:38,2018-10-25 21:18:26,-2.0,True,False,,6.0,2018-10-25 20:55:01,2018-10-25 21:06:33,0,2018-10-25 21:08:54,2018-10-25 21:20:38,,
DAL2642,KATL,APREQ,2018-10-25 20:54:37,2018-10-25 21:24:13,2018-10-25 21:22:15,-2.0,True,True,2018-10-25 21:00:00,-0.2,2018-10-25 21:00:00,2018-10-25 21:00:26,1,2018-10-25 20:45:11,2018-10-25 21:25:04,2018-10-25 20:54:37,2018-10-25 21:24:13
RPA3657,KIAH,APREQ,2018-10-25 21:56:48,2018-10-25 22:07:18,2018-10-25 22:07:03,0.0,True,False,,-0.9,,2018-10-25 21:54:43,0,2018-10-25 21:56:48,2018-10-25 22:07:18,,
JIA5212,KATL,APREQ,2018-10-25 22:05:38,2018-10-25 22:19:56,2018-10-25 22:16:23,-3.0,False,True,2018-10-25 22:00:00,7.8,2018-10-25 22:00:00,2018-10-25 21:55:12,1,2018-10-25 21:45:08,2018-10-25 22:32:31,2018-10-25 22:05:38,2018-10-25 22:19:56
DAL826,KATL,APREQ,2018-10-25 23:30:14,2018-10-26 00:08:40,2018-10-26 00:06:58,-2.0,True,True,2018-10-25 23:45:00,6.0,2018-10-25 23:45:00,2018-10-25 23:41:17,0,2018-10-25 23:30:14,2018-10-26 00:08:40,,
AAL529,KIAH,APREQ,2018-10-26 00:20:06,2018-10-26 00:34:35,2018-10-26 00:32:10,-2.0,True,False,,5.0,2018-10-26 00:11:52,2018-10-26 00:16:50,0,2018-10-26 00:20:06,2018-10-26 00:34:35,,
AAL763,KATL,APREQ,2018-10-25 23:59:59,2018-10-26 00:37:44,2018-10-26 00:35:20,-2.0,True,True,2018-10-26 00:14:45,1.2,2018-10-26 00:14:45,2018-10-26 00:17:22,0,2018-10-25 23:59:59,2018-10-26 00:37:44,,
